date,lat[unit="degrees_north"],lon[unit="degrees_east"],salt[unit=""],temp[unit="Celsius"]
2016-05-24T21:00:00Z,40.2,1.8,38.05255126953125,17.81699562072754
2016-05-25T00:00:00Z,40.2,1.8,38.04977798461914,17.747283935546875
2016-05-25T03:00:00Z,40.2,1.8,38.045658111572266,17.594282150268555
2016-05-25T06:00:00Z,40.2,1.8,38.051395416259766,17.396947860717773
2016-05-25T09:00:00Z,40.2,1.8,38.06254196166992,17.55877685546875
2016-05-25T12:00:00Z,40.2,1.8,38.06500244140625,18.147850036621094
2016-05-25T15:00:00Z,40.2,1.8,38.05940628051758,18.611360549926758
2016-05-25T18:00:00Z,40.2,1.8,38.05834197998047,18.73794937133789
2016-05-25T21:00:00Z,40.2,1.8,38.06963348388672,18.471031188964844
2016-05-26T00:00:00Z,40.2,1.8,38.08156204223633,18.085857391357422
2016-05-26T03:00:00Z,40.2,1.8,38.08655548095703,17.931594848632812
2016-05-26T06:00:00Z,40.2,1.8,38.082542419433594,17.690628051757812
2016-05-26T09:00:00Z,40.2,1.8,38.0734748840332,17.642770767211914
2016-05-26T12:00:00Z,40.2,1.8,38.0638427734375,18.03466796875
2016-05-26T15:00:00Z,40.2,1.8,38.047916412353516,18.55707359313965
2016-05-26T18:00:00Z,40.2,1.8,38.045692443847656,18.39506721496582
2016-05-26T21:00:00Z,40.2,1.8,38.06953430175781,18.082975387573242
2016-05-27T00:00:00Z,40.2,1.8,38.080787658691406,17.92238998413086
2016-05-27T03:00:00Z,40.2,1.8,38.079429626464844,17.96692657470703
2016-05-27T06:00:00Z,40.2,1.8,38.066734313964844,18.02689552307129
2016-05-27T09:00:00Z,40.2,1.8,38.07154846191406,18.25417137145996
2016-05-27T12:00:00Z,40.2,1.8,38.086273193359375,18.699953079223633
2016-05-27T15:00:00Z,40.2,1.8,38.08863067626953,19.112966537475586
2016-05-27T18:00:00Z,40.2,1.8,38.090152740478516,19.23210334777832
2016-05-27T21:00:00Z,40.2,1.8,38.09367752075195,19.10477066040039
2016-05-28T00:00:00Z,40.2,1.8,38.09806442260742,19.020275115966797
2016-05-28T03:00:00Z,40.2,1.8,38.09907150268555,18.757036209106445
2016-05-28T06:00:00Z,40.2,1.8,38.09503173828125,18.85196876525879
2016-05-28T09:00:00Z,40.2,1.8,38.06184005737305,19.052059173583984
2016-05-28T12:00:00Z,40.2,1.8,38.04439926147461,19.51752471923828
2016-05-28T15:00:00Z,40.2,1.8,38.04034423828125,19.926753997802734
2016-05-28T18:00:00Z,40.2,1.8,38.05677032470703,19.435199737548828
2016-05-28T21:00:00Z,40.2,1.8,38.08114242553711,18.69770050048828
2016-05-29T00:00:00Z,40.2,1.8,38.08831024169922,18.851905822753906
2016-05-29T03:00:00Z,40.2,1.8,38.094505310058594,18.774126052856445
2016-05-29T06:00:00Z,40.2,1.8,38.08794403076172,18.50202178955078
2016-05-29T09:00:00Z,40.2,1.8,38.086917877197266,18.462736129760742
2016-05-29T12:00:00Z,40.2,1.8,38.09178924560547,18.628231048583984
2016-05-29T15:00:00Z,40.2,1.8,38.099788665771484,18.772214889526367
2016-05-29T18:00:00Z,40.2,1.8,38.110740661621094,18.834531784057617
2016-05-29T21:00:00Z,40.2,1.8,38.1198616027832,18.79776382446289
2016-05-30T00:00:00Z,40.2,1.8,38.12232208251953,18.733312606811523
2016-05-30T03:00:00Z,40.2,1.8,38.116966247558594,18.675552368164062
2016-05-30T06:00:00Z,40.2,1.8,38.10996627807617,18.632511138916016
2016-05-30T09:00:00Z,40.2,1.8,38.110477447509766,18.82390785217285
2016-05-30T12:00:00Z,40.2,1.8,38.12282943725586,19.073949813842773
2016-05-30T15:00:00Z,40.2,1.8,38.139015197753906,19.569217681884766
2016-05-30T18:00:00Z,40.2,1.8,38.1432991027832,19.77516746520996
2016-05-30T21:00:00Z,40.2,1.8,38.1329345703125,19.223918914794922
2016-05-31T00:00:00Z,40.2,1.8,38.17918395996094,18.191669464111328
2016-05-31T03:00:00Z,40.2,1.8,38.178077697753906,17.95206642150879
2016-05-31T06:00:00Z,40.2,1.8,38.18035125732422,17.8339900970459
2016-05-31T09:00:00Z,40.2,1.8,38.17964553833008,17.842924118041992
2016-05-31T12:00:00Z,40.2,1.8,38.17152404785156,18.124481201171875
2016-05-31T15:00:00Z,40.2,1.8,38.16960906982422,18.569046020507812
2016-05-31T18:00:00Z,40.2,1.8,38.176963806152344,18.330608367919922
2016-05-31T21:00:00Z,40.2,1.8,38.18621063232422,17.81792640686035
2016-06-01T00:00:00Z,40.2,1.8,38.19162368774414,17.619550704956055
2016-06-01T03:00:00Z,40.2,1.8,38.20536422729492,17.5078067779541
2016-06-01T06:00:00Z,40.2,1.8,38.21171951293945,17.412227630615234
2016-06-01T09:00:00Z,40.2,1.8,38.211456298828125,17.438785552978516
2016-06-01T12:00:00Z,40.2,1.8,38.2078971862793,17.65690040588379
2016-06-01T15:00:00Z,40.2,1.8,38.210845947265625,18.09039306640625
2016-06-01T18:00:00Z,40.2,1.8,38.220733642578125,18.246143341064453
2016-06-01T21:00:00Z,40.2,1.8,38.19996643066406,17.727148056030273
2016-06-02T00:00:00Z,40.2,1.8,38.18874740600586,17.590625762939453
2016-06-02T03:00:00Z,40.2,1.8,38.185707092285156,17.68524932861328
